AlSi,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zr,Nb,Mo,Hf,Ta,W,SiTi,V,Cr,Mn,Fe,Co,Ni,Cu,Zr,Nb,Mo,Hf,Ta,W,TiV,Cr,Mn,Fe,Co,Ni,Cu,Zr,Nb,Mo,Hf,Ta,W,VCr,Mn,Fe,Co,Ni,Cu,Zr,Nb,Mo,Hf,Ta,W,CrMn,Fe,Co,Ni,Cu,Zr,Nb,Mo,Hf,Ta,W,MnFe,Co,Ni,Cu,Zr,Nb,Mo,Hf,Ta,W,FeCo,Ni,Cu,Zr,Nb,Mo,Hf,Ta,W,CoNi,Cu,Zr,Nb,Mo,Hf,Ta,W,NiCu,Zr,Nb,Mo,Hf,Ta,W,CuZr,Nb,Mo,Hf,Ta,W,ZrNb,Mo,Hf,Ta,W,NbMo,Hf,Ta,W,MoHf,Ta,W,HfTa,W,TaW
-19,-30,-16,-10,-19,-11,-19,-22,-1,-44,-18,-5,-39,-19,-2,-66,-48,-37,-45,-35,-38,-40,-19,-84,-56,-35,-77,-56,-31,-2,-7,-8,-17,-28,-35,-9,0,2,-4,0,1,-6,-2,-1,-7,-14,-26,5,-4,-1,0,-2,-1,-1,2,-1,-4,-7,12,-12,-7,0,-9,-7,1,0,-5,-8,4,-15,-4,5,-12,-4,6,-1,-2,13,-25,-16,-2,-21,-15,0,0,6,-41,-25,-5,-35,-24,-1,4,-49,-30,-7,-42,-29,-3,-23,3,19,-17,2,22,4,-6,0,3,-9,-6,4,0,-8,-4,-5,0,3,-6,-7
